,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
Arch_Cave_East_1,18.978614647650634,-4.594217505935897,-5.0782431462003315,1.427149475032812,-10.045000191038808,0.5520466057735117,-1.4288107709245932,0.18773205830405654,-1.2422368167266538,0.4002429256027892,0.4058220836517292,-0.6630912927700242,-0.2722810925318735,-0.5116551160366858,0.5214770053289928,-1.4058863113440856,-0.43611377331958967,-0.1667312411158237,-0.9143179271766463,-0.4984186908675915,0.7560042417558852,1.3581943537447985,2.7507960633232322,0.42200170788808733,-0.9137839726490752,2.073068364302708,9.323685764784187,11.0959138969388,-2.4115585514380427,-5.718670612660382,-0.6824628588170734,0.9761758957903972,3.4763858458575214e-15
Arch_Cave_East_2,19.85404377200277,-6.502175303922537,-6.106969687795472,1.5135830714457608,-12.307907018628843,0.40689634021000537,-2.5654713732702987,0.7237246960710968,-1.6404960371003028,0.9040595369031033,0.8565425647984979,-0.05733550754090351,-1.0815000527130698,0.3577404015861477,0.13848886469061064,0.018127780367509908,-0.20962504127490966,-0.3971114109192252,1.1737631969840245,0.782017643098124,0.07779913882879136,-0.8496541815217183,-0.3705874043925299,0.016735855693690155,0.39887910159180573,-0.7330046747238318,-1.8861466283011667,-3.502250512758516,0.6980522670358648,4.147067958142042,1.4008149044805707,12.120078058414194,8.770761894538737e-14
Arch_Cave_East_4,19.98167958012065,-5.808888833239255,-6.453810138561125,1.684957851217808,-12.316089597866563,0.2826112262706618,-1.4267807717536622,1.2047010639304492,-2.7306065352717193,0.7336642913382347,-0.7820920764888645,0.07456591465480483,-0.8031206968877238,0.952885063646325,-1.7873743459618912,-1.0613122130066706,-0.4639030828245381,1.062843140129283,-0.4959505758828935,1.1062095919119779,0.7681643559973381,1.7073483809777699,-2.1334453715339285,-0.44395304355981213,0.5347702934202142,-0.14841503414334967,-5.231125122922508,-2.6994602802801007,10.453321974106952,-6.474142031174268,-1.303215056168238,-4.811535237643612,4.791479712995539e-14
Arch_Cave_East_5,20.53882844472749,-6.341774160018195,-6.462239439676797,1.3099189080076228,-12.882692222125321,-0.21678431415096922,-2.49871223936708,1.090496219296774,-1.9247237006707996,0.8598322580432498,1.3513140324955577,-0.09007445271112148,-0.46462303362415236,0.5971478666011247,2.356940611086638,0.7199458922977464,0.9591432761370389,-1.1340864228556724,0.24149825149092974,-0.5460694906607488,0.1952507172005012,-0.2994745041652498,-2.3756888204569266,0.6671118989329765,0.3105887926623825,-1.5709182493685845,-0.42282998686475926,-2.8681896548326553,-8.798578322420337,6.904641085904117,0.46592164295027316,-7.630347789720054,5.809588921046327e-14
Corbitt_Tract_1,18.01599620212772,-6.961376979731225,-2.8754245268308027,-0.08113513756451361,5.792002730965834,-3.0047077569292147,-3.8200699540049254,-4.091181975558504,10.486839761568694,-4.569369155291415,-1.9054716985319216,-0.23853338175372502,4.6393792156972955,-2.7807667200973443,-2.76232238561068,-0.025566308514459027,0.10693011739910188,-3.190897767695657,0.005629131839494775,-1.0111409946954741,-1.7960050247534551,-4.373182816333157,-0.10669578616618954,0.27969993611036315,0.41949264694170524,0.4851906723334834,-8.830838855114878,7.808098636931356,0.06853211850723029,2.393794959196289,-1.7343844148322296,-0.1374312375498322,2.9407032364758834e-14
Corbitt_Tract_10,8.513630041368614,-6.207890090757585,0.35383137505085205,-0.6273586200797278,12.13558531851776,-3.0707728246119137,-4.7632648246506,4.066701684560713,-8.897124293740243,4.600969191740232,4.382439179852201,2.772446241003678,1.28119482877737,2.644740701996831,-10.000341265657209,2.4047578283941586,1.0571921203230787,-0.7126071651029102,0.14373284008536283,-1.2571748510077143,1.0056392652242083,4.420288101855342,2.2774904809891043,-2.8387531619649504,-8.00566717206263,-3.960835531127004,-1.91620702816401,1.329780214159177,-1.3121619542375025,0.40582722970726004,-0.29456611292886714,0.19159381498636288,1.124100812432971e-14
Corbitt_Tract_11,8.89147397490992,-7.585599255838606,0.4809844743848004,-0.7521429951941978,13.644832660096432,-2.4857169647811492,-3.9994127104896893,2.276640167645918,-7.149561778691191,4.0086297666087525,3.9134335708007337,-0.035952480402361084,-0.4041572151115274,1.8090725139565824,1.8691650990213067,-0.21633021841357494,1.7035080461977592,-2.3430492029989867,1.6480623559253307,0.420995235052527,-0.9130978271402012,-1.0101396804588738,-4.120607861091191,2.0754394505282825,13.13600086511172,5.169527230833174,0.5789336546697891,0.6016533049911306,0.060765089939331135,-0.6344987442048144,0.20066065971910196,0.20487321737429318,1.3954115640757436e-14
Corbitt_Tract_12,17.82478327103486,-6.5940610345793385,-2.7868535811870534,-0.6146496097178993,6.489490633431356,-2.338314111327688,-4.884797511897875,-1.9952295059594771,5.135390061245261,-1.847284095373447,-2.2955800616327413,1.7394087735487531,1.8759797656348443,-2.6181057308955884,-2.190820197164881,0.3287951346067962,0.7845368939766436,1.1986528489336634,1.6704726473287015,-4.561488618289304,-1.8449228478110586,-5.6817215049444645,8.732857488280647,-2.57542826878147,0.2562551212416027,1.5174907511189524,7.256112388823992,-8.344039605711822,1.386289510857574,-1.1725285570544175,-0.19209650459106425,-1.2031782745967068,2.4619195571062846e-14
Corbitt_Tract_8,9.298827922805337,-7.993121509601424,-0.8609621617691972,-0.667935263903492,11.821902949084116,-0.6561054166469547,-3.54851127962308,-0.03195612185862233,-2.949235335608234,-1.0122135866505755,-1.4944650307312475,-7.009036973215773,-5.303754717315603,-0.7521960339300482,14.326082954142844,-2.2647188070706874,-3.250550859950351,4.450699968661048,-1.6835481840218336,0.6706732442317681,0.990389078102102,-0.5510853703725873,0.12098539374943594,0.5103406577712872,-6.9714410480751505,-0.7374245780305023,-1.0184262246354265,0.4804719471153707,1.6441129923654516,0.9177071265527418,-0.12890741293211117,-0.06351608780405849,1.384309333829492e-14
Corbitt_Tract_Mid_1,-13.678377303076863,-7.635024542046098,14.936361830893674,-5.4101002755758145,-4.01487577731769,-3.2435492602793428,0.022265660576714853,-0.9510803431604333,0.04662258066320335,-0.6433996292761531,-1.2327848069851877,0.4053675679558485,-0.19974946021197718,0.5234531466190664,-1.5368254882722518,-0.2182071019719466,0.2678429349329475,-0.7718949553021509,-0.3094472224055966,2.892767515715755,2.6558330249699726,2.23515201859173,-0.5550249399117997,-1.253627802346387,0.008944289077071552,2.0775428998207524,5.164253809209408,1.607010676346897,6.115416585680112,9.008319520760953,-7.498483698900987,-0.8633758485416699,-1.4085954624931674e-14
